ID,INTERVIEW_DATE_DD,INTERVIEW_DATE_MM,INTERVIEW_DATE_YYYY,PSU,DISTRICT,LOCATION_TYPE,SUPERVISOR,INTERVIEWER,GPS_LATITUDE,GPS_LONGITUDE,GPS_ACCURACY,INTERVIEWER_VISITS,CUSTOMER_NUMBER,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13,Q14_YEARS,Q14_MONTHS,Q15,Q16_INVENTORY,Q16_SALE,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q21,Q21_1A,Q21_1B,Q21_1C,Q22,Q22_1,Q22_2,Q22_3,Q23_1,Q23_2,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q29_1,Q29_2,Q29_3,Q29_4,Q30,Q31,Q32_1,Q32_1_N,Q32_2,Q32_2_N,Q32_3,Q32_3_N,Q32_4,Q32_4_N,Q32_5,Q32_5_N,Q32_6,Q32_6_N,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q34,Q35,Q36,Q37,Q38,Q39,Q39_PERSONAL_AMOUNT,Q39_BUSINESS_AMOUNT,Q40,Q41_FEATURE_PHONE,Q41_SMART_PHONE,Q41_NO_PHONE,Q42,Q43_FEATURE_PHONE,Q43_SMARTPHONE,Q44_FEATURE_PHONE,Q44_SMARTPHONE,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q45_6,Q45_7,Q46_1,Q46_2,Q46_INTERNET,Q46_WIFI,Q47_1,Q47_2,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55_KM,Q55_TIME,Q55_COST,Q56,Q57,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q59_1,Q59_2,Q59_3,Q60_1,Q60_2,Q60_3,Q61,Q62,Q63_1,Q63_2,Q63_3,Q63_4,Q63_5,Q63_6,Q63_7,Q63_8,Q63_9,Q63_10,Q63_11,Q63_98,Q63_99,Q63,Q64,Q65,Q66_1,Q66_2,Q66_3,Q67,Q67_PERCENT,Q68,Q69,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q70_6,Q70_7,Q70_98,Q70_99,Q70,Q71,Q72,Q73_1,Q73_2,Q73_3,Q73_4,Q73_5,Q73_6,Q73_7,Q74,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q75_7,Q76,Q77,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q78_7,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q79_7,Q80,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q82_1,Q82_2,Q82_3,Q82_4,Q82_5,Q82_6,DL14,DL15,DL16,DL17,DL18,DL19,DL20,DL21,DL22,DL23
1744,10,1,2018,349,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Soronika Bishwas,24.76682,89.93576,4,Visit 1,26,Yes,32,Male,Married,Yes,Secondary education not completed (class 6-9),5,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Cigarette,Packet biscuit,Tea/Coffee,Betel-leaf,Air-time/Top-up,Yes,3,,Overseas migrant,75000,80000,Access to finance,"Insufficient knowledge, information, business experience",,,,Single proprietorship,Own,No,Yes,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,200,100,Finance,Finding and advise on equipment and technology,,,,,Finance,Finding and advise on equipment and technology,,,,,"Yes, regularly",11-20%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Strongly agree,Strongly agree,Agree somewhat,Strongly agree,Keep accounts for credit sale,No,Company distributor,10,Directly from the company/manufacturer,3,Wholesaler in wholesale market,2,,,,,,,Everyday,Twice a  week,Once a week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,1-10%,Yes,From a bank,,30000,Yes,2,0,3,Yes,1,0,200,,Made/receive calls,Use bKash/Rocket and other  mobile money transactions,,,,,,Do not use internet,,,,Ran out of balance (airtime) without using,Network connectivity problem / poor mobile service,Yes,Personal account,More than 90 days ago,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,0.1,2,0,Yes,Yes,bKash,,,,,Money canbe sent fast,,,Network Problem,Money can be sent to wrong number,,Yes,Yesterday,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Service system downtime,No,,,,,,,,,,,,,,,,,,,,No,Suppliers do not  want to receive payments through mobile money account,,,,,,,No,It is convenient,It is safer than cash money,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,Yes,Business association,,,,,,,Husband major/ wife minor,Husband Sole responsibility,Husband major/ wife minor,Equal contributions,Husband Sole responsibility,Husband major/ wife minor,One,Yes,No,Two,Brick/cement,Yes,Two or more,Two or more,Yes,No
1745,10,1,2018,349,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Soronika Bishwas,24.78213,89.94195,12,Visit 1,26,Yes,55,Male,Married,No,No formal education,4,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Livestock,Poultry,,,,,,7,Rice,Flour,Cigarette,Shampoo,Bakery biscuits,Yes,0,6,Farmer,150000,120000,Access to finance,,,,,Family business,Rent,No,No,Yes,No,No,No,No,No,0,1,0,0,0,0,0,100,80,Finance,Finding and advise on equipment and technology,,,,,Finance,Finding and advise on equipment and technology,,,,,"Yes, regularly",11-20%,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,,Disagree somewhat,Disagree somewhat,Strongly disagree,Agree somewhat,Keep accounts for credit sale,No,Company distributor,8,Directly from the company/manufacturer,4,Wholesaler in wholesale market,2,,,,,,,Everyday,3 times a week,Once a week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,11-20%,No,,,,No,2,0,2,Yes,1,0,20,,Made/receive calls,,,,,,,Do not use internet,,,,Phone runs out of battery,Network connectivity problem / poor mobile service,No,,,,,,"I do not need one, I do not make any transactions",1,10,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,It's difficult/inconvenient to use,,,,,,,No,It is convenient,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Husband major/ wife minor,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,None,No members 6-to-12,No,Three or more,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,Yes,Yes
1746,10,1,2018,350,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.84923,89.84867,16,Visit 1,25,Yes,38,Male,Married,Yes,Higher secondary education,4,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Dal/Pulses,Flour,Cigarette,Tea/Coffee,Betel-leaf,Yes,5,,Full time employee,70000,65000,Access to finance,Energy connection,"Insufficient knowledge, information, business experience",,,Single proprietorship,Own,No,No,Yes,No,No,No,No,No,0,0,0,0,0,0,0,50,20,Finance,Technical training (e.g. on the job training),,,,,Finance,"Legal support, Issues related registering and licensing of business",Business plan writing,,,,"Yes, regularly",51-60%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Strongly agree,Disagree somewhat,Strongly agree,I keep my accounts by remembering,No,Company distributor,5,Directly from the company/manufacturer,1,,,Large store in nearby haat/ Large store in same/nearby area,4,,,,,Twice a  week,Once a week,,Once in every 2 weeks,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,Yes,1,0,3,Yes,1,0,50,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,No,,,,,,Access to micro-finance,3,20,20,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is free,It is safer than cash money,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Wife major/ Husband minor,Equal contributions,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,None,No members 6-to-12,No,One,Mud brick or C.I. sheet/wood,Yes,One,One,No,No
1747,10,1,2018,350,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.85853,89.8514,8,Visit 1,30,Yes,58,Male,Married,No,Primary education not completed (up to class 4),2,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Dal/Pulses,Edible oil,Cigarette,Egg,Yes,40,,Student,80000,75000,Access to finance,,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,No,0,0,0,0,0,0,0,60,20,Finance,Finding and advise on equipment and technology,,,,,Finance,,,,,,"Yes, regularly",21-30%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Agree somewhat,Agree somewhat,Strongly agree,Write it to my account book daily,No,Company distributor,7,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,3,,,,,3 times a week,Twice a  week,,Once in every 2 weeks,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,1,0,1,Yes,1,0,20,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,No,,,,,,"I do not need one, I do not make any transactions",2,15,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,,,,,,Yes,No,,,,,,,,Don't know how/ where to buy insurance,,,,,,,No,,,,,,,,Husband major/ wife minor,Equal contributions,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,None,No members 6-to-12,No,Two,Mud brick or C.I. sheet/wood,Yes,One,One,No,No
1748,10,1,2018,350,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.85551,89.85026,12,Visit 1,10,Yes,29,Female,Married,Yes,Secondary education completed,4,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Driver,,,,,,,7,Rice,Dal/Pulses,Flour,Edible oil,Sugar/ Molasses,Yes,1,,Housewife,65000,62000,Access to finance,"Insufficient knowledge, information, business experience",,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,No,0,0,0,0,0,0,0,75,30,Finance,Finding and advise on equipment and technology,,,,,Finance,,,,,,"Yes, regularly",41-50%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Strongly agree,Agree somewhat,Agree somewhat,Strongly agree,Write it to my account book daily,No,Company distributor,8,,,Wholesaler in wholesale market,3,,,,,,,Everyday,,Once a week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","No, never",0%,No,,,,No,2,0,2,Yes,1,0,30,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,No,,,,,,"I do not need one, I do not make any transactions",3,15,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,Do not know,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Equal contributions,Equal contributions,Equal contributions,Husband major/ wife minor,Equal contributions,Equal contributions,Two,Yes,No,Two,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,No,No
1749,10,1,2018,350,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.85041,89.84897,6,Visit 1,10,Yes,31,Male,Married,Yes,Primary education completed,6,1,Work in your own activity and you are your own boss (Self-employment)/ Business,Driver,,,,,,,7,Flour,Edible oil,Egg,Laundry soap,Salt,No,4,,Overseas migrant,75000,70000,Access to finance,"Insufficient knowledge, information, business experience",,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,No,0,0,0,0,0,0,0,45,25,Finance,Finding and advise on equipment and technology,,,,,Finance,Finding and advise on equipment and technology,,,,,"Yes, regularly",21-30%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Strongly agree,Agree somewhat,Strongly agree,Write it to my account book daily,No,Company distributor,5,,,Wholesaler in wholesale market,2,Large store in nearby haat/ Large store in same/nearby area,3,,,,,Everyday,,Once a month,Once in every 2 weeks,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,1-10%,No,,,,No,1,0,5,Yes,1,0,120,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,No,,,,,,"I do not need one, I do not make any transactions",3,20,15,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Equal contributions,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Three or more,Yes,No,Two,Mud brick or C.I. sheet/wood,Yes,Two or more,One,Yes,No
1750,10,1,2018,350,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.85472,89.85029,6,Visit 1,8,Yes,50,Male,Married,No,Primary education not completed (up to class 4),2,1,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,,,,,,,7,Dal/Pulses,Cigarette,Shampoo,Chips,Cake,Yes,4,,Farmer,65000,60000,Access to finance,,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,No,0,0,0,0,0,0,0,50,30,Finance,Finding and advise on equipment and technology,,,,,Finance,,,,,,"Yes, regularly",11-20%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Strongly agree,Agree somewhat,Disagree somewhat,Strongly agree,Write it to my account book daily,No,Company distributor,7,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,3,,,,,Everyday,Twice a  week,,Once a week,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,2,0,0,Yes,1,0,40,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,No,,,,,,"I do not need one, I do not make any transactions",2.5,20,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is possible to pay remote payments through this,It offers campaigns and discounts for customers,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Equal contributions,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,None,No members 6-to-12,No,Three or more,Mud brick or C.I. sheet/wood,Yes,One,Two or more,No,No
1751,11,1,2018,351,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.78542,89.98448,16,Visit 1,12,Yes,25,Male,Married,Yes,Secondary education not completed (class 6-9),5,3,Work in your own activity and you are your own boss (Self-employment)/ Business,Tailoring,,,,,,,7,Rice,Dal/Pulses,Flour,Edible oil,Toilet soap,Yes,8,,Farmer,130000,120000,Access to finance,Energy connection,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,100,60,Finance,,,,,,Finance,,,,,,"Yes, regularly",21-30%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Agree somewhat,Strongly agree,Agree somewhat,Strongly agree,Keep accounts for credit sale,No,Company distributor,10,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,5,,,,,3 times a week,Twice a  week,,Once a week,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,1,0,4,Yes,1,0,200,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,No,,,,,,"I do not need one, I do not make any transactions",0.2,3,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is possible to pay remote payments through this,,,,,,No,,,,,,,,,,,,,,,,Yes,Village level association (Informal),,,,,,,Equal contributions,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,One,No,No,Two,Mud brick or C.I. sheet/wood,Yes,Two or more,One,No,No
1752,11,1,2018,351,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.78583,89.9872,16,Visit 1,25,Yes,40,Male,Married,Yes,Primary education completed,4,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Dal/Pulses,Flour,Edible oil,Egg,Yes,15,,Another micro-merchant business,150000,160000,Access to finance,Competition is huge in Business,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,90,40,Finance,Finding and advise on equipment and technology,,,,,Finance,Finding and advise on equipment and technology,,,,,"Yes, regularly",51-60%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Agree somewhat,Agree somewhat,Strongly agree,Agree somewhat,Keep accounts for credit sale,No,Company distributor,15,Directly from the company/manufacturer,2,Wholesaler in wholesale market,2,Large store in nearby haat/ Large store in same/nearby area,3,,,,,Twice a  week,3 times a week,Once in every 2 weeks,Once a week,,,,,Cash,"No, I always pay on time","No, never",0%,Yes,From a bank,,500000,Yes,2,0,2,Yes,1,0,200,,Made/receive calls,Use bKash/Rocket and other  mobile money transactions,,,,,,Do not use internet,,,,Do not face any problems,,Yes,Business account,Yesterday,Over the counter at a bank branch,Make transactions myself,I wanted to have access to credit or a credit card through a bank,,0.5,5,5,Yes,Yes,bKash,,,,,Money canbe sent fast,,,High service charge,,,No,In the past 30 days,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Difficulty operating the phone/using menu,No,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,,,,,,No,,,,,,,,,,,,,,,,Yes,Village level association (Informal),,,,,,,Equal contributions,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,One,Yes,No,Two,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,Yes,No
1753,11,1,2018,351,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.78555,89.98724,8,Visit 1,10,Yes,55,Male,Married,No,No formal education,4,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Cigarette,Laundry soap,Chips,Packet biscuit,Betel-leaf,Yes,20,,Another micro-merchant business,55000,60000,Access to finance,Poor physical infrastructure,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,80,30,Finance,Finding and advise on equipment and technology,,,,,Finance,,,,,,"Yes, regularly",31-40%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Agree somewhat,Strongly agree,Agree somewhat,Keep accounts for credit sale,No,Company distributor,5,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,3,,,,,3 times a week,Everyday,,Once a week,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,1,1,2,Yes,1,0,30,,Made/receive calls,,,,,,,Do not use internet,,,,Do not face any problems,,No,,,,,,"I do not need one, I do not make any transactions",0.4,10,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,Do not know,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Husband major/ wife minor,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,None,No members 6-to-12,No,Two,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,Yes,No
1754,11,1,2018,351,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.7854,89.98496,16,Visit 1,13,Yes,45,Male,Married,Yes,Secondary education not completed (class 6-9),3,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Cigarette,Bread,Bakery biscuits,Cake,Betel-leaf,Yes,3,,Another micro-merchant business,85000,90000,Access to finance,,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,50,25,Finance,,,,,,Finance,,,,,,"Yes, sometimes",11-20%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Agree somewhat,Strongly agree,Agree somewhat,Agree somewhat,Keep accounts for credit sale,No,Company distributor,12,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,3,,,,,Twice a  week,3 times a week,,Once in every 2 weeks,,,,,Cash,"No, I always pay on time","No, never",0%,Yes,From a Micro-finance institution,,40000,Yes,1,0,2,Yes,1,0,50,,Made/receive calls,,,,,,,Do not use internet,,,,Phone runs out of battery,Network connectivity problem / poor mobile service,No,,,,,,Access to micro-finance,0.1,2,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is possible to pay remote payments through this,,,,,,No,,,,,,,,,,,,,,,,Yes,Village level association (Informal),,,,,,,Husband major/ wife minor,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,One,Yes,No,One,Mud brick or C.I. sheet/wood,Yes,One,One,Yes,No
1755,11,1,2018,351,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Nusrat Jahan,24.7854,89.9867,16,Visit 1,8,Yes,23,Male,Single/ never married,Yes,Higher secondary education,5,3,Work in your own activity and you are your own boss (Self-employment)/ Business,Poultry,,,,,,,7,Rice,Dal/Pulses,Flour,Edible oil,Egg,Yes,2,,Student,160000,150000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,120,70,Finance,,,,,,Finance,,,,,,"Yes, sometimes",21-30%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Agree somewhat,Strongly agree,Strongly agree,Keep accounts for credit sale,No,Company distributor,15,Directly from the company/manufacturer,3,,,Large store in nearby haat/ Large store in same/nearby area,2,,,,,3 times a week,Twice a  week,,Once in every 2 weeks,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,1,2,2,Yes,0,1,,200,Made/receive calls,Send/Receive SMS Text messages,Use Facebook or other social networking site,,,,,Weekly internet use,,100,,Phone runs out of battery,"Phone runs out of storage (space for saving picture, apps and other information)",No,,,,,,I use somebody else's account,0.2,3,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is possible to pay remote payments through this,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,One,Yes,No,Three or more,Mud brick or C.I. sheet/wood,Yes,One,Two or more,Yes,No
1756,14,1,2018,352,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Robin Kumar Roy,24.85031,90.01623,6,Visit 1,8,Yes,30,Male,Married,Yes,Secondary education not completed (class 6-9),4,1,Work in your own activity and you are your own boss (Self-employment)/ Business,Pension,,,,,,,7,Shampoo,Packet biscuit,Soft drinks/ Beverage,Air-time/Top-up,Money transfer,Yes,2,,Another micro-merchant business,150000,160000,Tax rates and state fees,Access to finance,,,,Single proprietorship,Own,No,Yes,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,200,90,Finance,,,,,,Finance,"Legal support, Issues related registering and licensing of business",,,,,"Yes, sometimes",21-30%,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Strongly agree,Agree somewhat,Write it to my account book daily,No,Company distributor,12,Directly from the company/manufacturer,4,Wholesaler in wholesale market,5,,,,,,,Everyday,Everyday,Once a month,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",11-20%,Yes,From a Micro-finance institution,,60000,Yes,2,0,2,Yes,1,0,60,,Made/receive calls,Use bKash/Rocket and other  mobile money transactions,,,,,,Do not use internet,,,,Network connectivity problem / poor mobile service,,No,,,,,,"I do not need one, I do not make any transactions",5,15,10,Yes,Yes,bKash,,,,,Money canbe sent fast,Money can be sent anywhere,,High service charge,Network Problem,,Yes,Yesterday,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Sending to a wrong number,No,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,,,,,,No,,,,,,,,,,,,,,,,Yes,Business association,Micro-credit group,,,,,,Equal contributions,Equal contributions,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Equal contributions,Two,Yes,No,Two,Brick/cement,Yes,Two or more,Two or more,No,Yes
1757,14,1,2018,352,Jamalpur,Rural,Md. Mokaddes Hossain Maruf,Robin Kumar Roy,24.85021,90.01623,6,Visit 1,5,Yes,36,Male,Married,Yes,Secondary education completed,4,1,Work in your own activity and you are your own boss (Self-employment)/ Business,Pension,,,,,,,7,Rice,Edible oil,Egg,Toilet soap,Salt,Yes,2,,Full time employee,60000,70000,Access to finance,Poor physical infrastructure,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,100,40,Finance,,,,,,Finance,Business plan writing,,,,,"Yes, sometimes",11-20%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Strongly agree,Agree somewhat,Strongly agree,Strongly agree,Keep accounts for credit sale,No,Company distributor,10,Directly from the company/manufacturer,5,,,Large store in nearby haat/ Large store in same/nearby area,7,,,,,Everyday,3 times a week,,Everyday,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,1-10%,No,,,,No,2,0,2,Yes,1,0,20,,Made/receive calls,Use bKash/Rocket and other  mobile money transactions,,,,,,Do not use internet,,,,Phone runs out of battery,Phone not working properly (other than connectivity issues),No,,,,,,"I do not need one, I do not make any transactions",5,15,10,Yes,Yes,bKash,,,,,Money can be sent anywhere,,,High service charge,Often agentsrun out of cash,,No,In the past 30 days,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Agent float/cash availability,No,,,,,,,,,,,,,,,,,,,,No,Fee is too high,I do not trust system,,,,,,No,It is convenient,It is possible to pay remote payments through this,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Equal contributions,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband major/ wife minor,Two,Yes,No,Two,Mud brick or C.I. sheet/wood,No,One,Two or more,No,Yes
